,Unnamed: 0,Name,Branch,Town,Exam,Rank_19_R1,Score_19_R1,Rank_19_R2,Score_19_R2,Rank_20_R1,Score_20_R1,Rank_20_R2,Score_20_R2,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
60,180,MIT Academy of Engineering,Civil Engineering,Alandi,JEE,6178.0,80.0,6408.0,79.0,11637.0,80.470773,12310.0,79.7610105,Co-Ed,11 Acres,3030,171,1999,1.91,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
61,201,MIT Academy of Engineering,Electronics Engineering,Alandi,JEE,7598.0,73.0,9413.0,66.0,15244.0,76.1275799,18005.0,72.8849174,Co-Ed,11 Acres,3030,171,1999,1.17,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
62,86,Bharati Vidyapeeth's College of Engineering,Computer Engineering,Lavale,JEE,3132.0,105.0,5136.0,86.0,3514.0,91.8403514,4730.0,89.9667109,Co-Ed,,2150,96,1999,2.47,"Guru Gobind Singh Indraprastha University, Delhi","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",New Delhi,Delhi,India,Private,443000
63,86,Bharati Vidyapeeth's College of Engineering,Computer Engineering,Lavale,JEE,3132.0,105.0,5136.0,86.0,3514.0,91.8403514,4730.0,89.9667109,Co-Ed,10 Acres,793,43,2012,2.41,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Lavale,Maharashtra,India,Private,283200
64,86,Bharati Vidyapeeth's College of Engineering,Computer Engineering,Lavale,JEE,3132.0,105.0,5136.0,86.0,3514.0,91.8403514,4730.0,89.9667109,Co-Ed,10 Acres,1317,51,2001,2.16,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kolhapur,Maharashtra,India,Private,228857.1429
65,456,Bharati Vidyapeeth's College of Engineering,Civil Engineering,Lavale,JEE,15542.0,51.0,20653.0,44.0,38998.0,45.5906789,26546.0,62.6356061,Co-Ed,,2150,96,1999,1.67,"Guru Gobind Singh Indraprastha University, Delhi","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",New Delhi,Delhi,India,Private,443000
66,456,Bharati Vidyapeeth's College of Engineering,Civil Engineering,Lavale,JEE,15542.0,51.0,20653.0,44.0,38998.0,45.5906789,26546.0,62.6356061,Co-Ed,10 Acres,793,43,2012,1.46,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Lavale,Maharashtra,India,Private,283200
67,456,Bharati Vidyapeeth's College of Engineering,Civil Engineering,Lavale,JEE,15542.0,51.0,20653.0,44.0,38998.0,45.5906789,26546.0,62.6356061,Co-Ed,10 Acres,1317,51,2001,1.35,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kolhapur,Maharashtra,India,Private,228857.1429
68,457,Bharati Vidyapeeth's College of Engineering,Civil Engineering,Lavale,JEE,15542.0,51.0,20653.0,44.0,38998.0,45.5906789,43868.0,37.75596,Co-Ed,,2150,96,1999,1.54,"Guru Gobind Singh Indraprastha University, Delhi","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",New Delhi,Delhi,India,Private,443000
69,457,Bharati Vidyapeeth's College of Engineering,Civil Engineering,Lavale,JEE,15542.0,51.0,20653.0,44.0,38998.0,45.5906789,43868.0,37.75596,Co-Ed,10 Acres,793,43,2012,1.46,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Lavale,Maharashtra,India,Private,283200
70,457,Bharati Vidyapeeth's College of Engineering,Civil Engineering,Lavale,JEE,15542.0,51.0,20653.0,44.0,38998.0,45.5906789,43868.0,37.75596,Co-Ed,10 Acres,1317,51,2001,1.82,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kolhapur,Maharashtra,India,Private,228857.1429
71,87,Vidyalankar Institute of Technology,Computer Engineering,Wadala,JEE,3228.0,104.0,3710.0,98.0,2861.0,92.7827663,3274.0,92.2061383,Co-Ed,11 Acres,3563,167,1999,2.11,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
72,135,Vidyalankar Institute of Technology,Information Technology,Wadala,JEE,5026.0,87.0,5589.0,83.0,4719.0,89.9667109,3850.0,91.3844507,Co-Ed,11 Acres,3563,167,1999,2.38,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
73,372,Vidyalankar Institute of Technology,Bio Medical Engineering,Wadala,JEE,12314.0,59.0,14548.0,54.0,23183.0,66.7475854,29640.0,58.5627464,Co-Ed,11 Acres,3563,167,1999,1.26,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
74,381,Vidyalankar Institute of Technology,Electronics Engineering,Wadala,JEE,13327.0,56.0,14703.0,53.0,18915.0,71.7920906,49900.0,24.5298782,Co-Ed,11 Acres,3563,167,1999,1.38,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
75,98,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5202.0,85.0,4102.0,90.9951692,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.43,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
76,99,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5202.0,85.0,4102.0,90.9951692,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.26,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
77,100,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5202.0,85.0,4685.0,90.0166412,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.42,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
78,101,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5202.0,85.0,4685.0,90.0166412,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.29,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
79,102,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5826.0,82.0,4102.0,90.9951692,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.41,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
80,103,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5826.0,82.0,4102.0,90.9951692,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.17,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
81,104,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5826.0,82.0,4685.0,90.0166412,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.45,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
82,105,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4014.0,95.0,5826.0,82.0,4685.0,90.0166412,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.43,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
83,106,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5202.0,85.0,4102.0,90.9951692,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.16,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
84,107,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5202.0,85.0,4102.0,90.9951692,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.3,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
85,108,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5202.0,85.0,4685.0,90.0166412,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.09,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
86,109,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5202.0,85.0,4685.0,90.0166412,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.15,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
87,110,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5826.0,82.0,4102.0,90.9951692,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.21,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
88,111,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5826.0,82.0,4102.0,90.9951692,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.16,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
89,112,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5826.0,82.0,4685.0,90.0166412,4436.0,90.4590322,Co-Ed,5 Acres,5292,300,1996,2.33,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
90,113,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK),JEE,4319.0,92.0,5826.0,82.0,4685.0,90.0166412,4822.0,89.8782776,Co-Ed,5 Acres,5292,300,1996,2.25,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
91,317,Sinhgad College of Engineering,Chemical Engineering, Vadgaon (BK),JEE,10646.0,63.0,16362.0,50.0,22727.0,67.1137277,37040.0,48.5331918,Co-Ed,5 Acres,5292,300,1996,1.88,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
92,318,Sinhgad College of Engineering,Chemical Engineering, Vadgaon (BK),JEE,10646.0,63.0,16362.0,50.0,22727.0,67.1137277,39579.0,44.4346883,Co-Ed,5 Acres,5292,300,1996,1.91,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
93,319,Sinhgad College of Engineering,Chemical Engineering, Vadgaon (BK),JEE,10646.0,63.0,16362.0,50.0,22727.0,67.1137277,39638.0,44.4053173,Co-Ed,5 Acres,5292,300,1996,1.13,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
94,427,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,15863.0,51.0,19566.0,70.9815068,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.54,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
95,428,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,15863.0,51.0,19566.0,70.9815068,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.76,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
96,429,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,15863.0,51.0,26338.0,62.7368048,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.59,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
97,430,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,15863.0,51.0,26338.0,62.7368048,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.28,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
98,431,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,17029.0,49.0,19566.0,70.9815068,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.83,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
99,432,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,17029.0,49.0,19566.0,70.9815068,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.28,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
100,433,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,17029.0,49.0,26338.0,62.7368048,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.31,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
101,434,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,14031.0,55.0,17029.0,49.0,26338.0,62.7368048,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.86,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
102,435,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,15863.0,51.0,19566.0,70.9815068,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.2,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
103,436,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,15863.0,51.0,19566.0,70.9815068,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.72,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
104,437,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,15863.0,51.0,26338.0,62.7368048,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.45,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
105,438,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,15863.0,51.0,26338.0,62.7368048,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.71,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
106,439,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,17029.0,49.0,19566.0,70.9815068,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.2,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
107,440,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,17029.0,49.0,19566.0,70.9815068,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.25,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
108,441,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,17029.0,49.0,26338.0,62.7368048,33311.0,53.5861512,Co-Ed,5 Acres,5292,300,1996,1.01,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
109,442,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),JEE,15528.0,51.0,17029.0,49.0,26338.0,62.7368048,39227.0,45.0374181,Co-Ed,5 Acres,5292,300,1996,1.89,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
110,491,Sinhgad College of Engineering,Bio Technology, Vadgaon (BK),JEE,16954.0,49.0,21660.0,43.0,25140.0,63.9025795,51705.0,19.9287396,Co-Ed,5 Acres,5292,300,1996,1.27,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
111,141,Walchand Institute of Technology,Information Technology, Solapur,JEE,5498.0,84.0,11324.0,61.0,7582.0,85.8301142,7475.0,86.0316146,Co-Ed,22 Acres,2551,156,1983,1.97,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
112,402,Walchand Institute of Technology,Mechanical Engineering, Solapur,JEE,13675.0,55.0,9335.0,67.0,32488.0,54.8724746,52931.0,15.9270604,Co-Ed,22 Acres,2551,156,1983,1.11,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
113,455,Walchand Institute of Technology,Civil Engineering, Solapur,JEE,15536.0,51.0,15604.0,51.0,9154.0,83.7000641,9127.0,83.7000641,Co-Ed,22 Acres,2551,156,1983,1.13,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
114,142,Yeshwantrao Chavan College of Engineering,Computer Technology,Wanadongri,JEE,5603.0,83.0,4971.0,87.0,8204.0,85.0128714,5903.0,88.2292847,Co-Ed,14 Acres,,298,1984,1.96,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
115,160,Yeshwantrao Chavan College of Engineering,Information Technology,Wanadongri,JEE,6095.0,80.0,6741.0,77.0,8113.0,85.0622493,7853.0,85.4368932,Co-Ed,14 Acres,,298,1984,1.93,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
116,239,Yeshwantrao Chavan College of Engineering,Mechanical Engineering,Wanadongri,JEE,8595.0,70.0,10033.0,65.0,20790.0,69.5721052,17971.0,72.8887969,Co-Ed,14 Acres,,298,1984,1.53,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
117,315,Yeshwantrao Chavan College of Engineering,Civil Engineering,Wanadongri,JEE,10433.0,63.0,10864.0,62.0,21102.0,69.2278304,17404.0,73.5421187,Co-Ed,14 Acres,,298,1984,1.83,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
118,502,Yeshwantrao Chavan College of Engineering,Electronics Engineering,Wanadongri,JEE,18920.0,46.0,13365.0,56.0,22509.0,67.287223,13130.0,78.7086899,Co-Ed,14 Acres,,298,1984,1.14,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
119,185,Atharva College of Engineering,Computer Engineering,Malad(West),JEE,6872.0,76.0,7000.0,75.0,7242.0,86.3334737,7427.0,86.0470773,Co-Ed,6 Acres,2057,130,1999,1.09,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
120,256,Atharva College of Engineering,Information Technology,Malad(West),JEE,8632.0,69.0,7589.0,73.0,9512.0,83.2164625,10512.0,81.8931529,Co-Ed,6 Acres,2057,130,1999,1.79,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
121,494,Atharva College of Engineering,Electronics Engineering,Malad(West),JEE,17308.0,49.0,20621.0,44.0,42817.0,39.3730397,29449.0,58.8897151,Co-Ed,6 Acres,2057,130,1999,1.57,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
122,495,Atharva College of Engineering,Electronics Engineering,Malad(West),JEE,17308.0,49.0,20621.0,44.0,42817.0,39.3730397,52183.0,18.46003,Co-Ed,6 Acres,2057,130,1999,1.61,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
123,198,Vidyavardhini's College of Engineering and Technology,Computer Engineering, Vasai,JEE,7410.0,74.0,7481.0,74.0,7672.0,85.744538,8001.0,85.3283287,Co-Ed,12 Acres,1809,65,1994,1.39,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
